,image paths,A,B,Head Length
46,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/092_03.jpg,2025,2025,1038.6953355050748
47,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/068_03.jpg,2025,2025,1065.472665064665
48,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/130_03.jpg,2025,2025,1032.124023555309
49,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/019_03.jpg,2025,2025,1023.0347012687301
50,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/096_03.jpg,2025,2025,1060.0471687618433
51,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/017_03.jpg,2025,2025,1054.9180062924322
52,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/037_03.jpg,2025,2025,1140.0438588054408
53,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/135_03.jpg,2025,2025,982.2932352408826
54,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/024_03.jpg,2025,2025,1006.3359280081379
55,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/083_03.jpg,2025,2025,1016.2381610626517
56,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/086_03.jpg,2025,2025,1054.0474372626688
57,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/011_03.jpg,2025,2025,1082.0905692223735
58,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/094_03.jpg,2025,2025,1096.0164232346156
59,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/034_03.jpg,2025,2025,1124.0640551142983
60,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/006_03.jpg,2025,2025,1042.0307097202078
61,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/124_03.jpg,2025,2025,1056.0303025955268
62,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/119_03.jpg,2025,2025,1186.001686339442
63,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/103_03.jpg,2025,2025,1157.5560461593209
64,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/018_03.jpg,2025,2025,1106.1157263143853
65,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/090_03.jpg,2025,2025,1088.8893424035336
66,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/044_03.jpg,2025,2025,1046.0076481555955
67,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/105_03.jpg,2025,2025,1150.2104155327406
68,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/107_03.jpg,2025,2025,1186.2040296677465
69,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/142_03.jpg,2025,2025,1142.2521613023982
70,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/138_03.jpg,2025,2025,1032.1937802564012
71,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/039_03.jpg,2025,2025,1113.0354891017626
72,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/064_03.jpg,2025,2025,1090.3595737186884
73,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/063_03.jpg,2025,2025,1124.0871852307541
74,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/045_03.jpg,2025,2025,1058.0302453143765
75,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/172_03.jpg,2025,2025,1034.234016071798
76,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/067_03.jpg,2025,2025,1120.9442448221946
77,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/113_03.jpg,2025,2025,1038.0481684392107
78,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/137_03.jpg,2025,2025,1108.0018050526812
79,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/118_03.jpg,2025,2025,1004.017928126784
80,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/112_03.jpg,2025,2025,1122.643309337387
81,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/001_03.jpg,2025,2025,1079.158931761212
82,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/025_03.jpg,2025,2025,1084.184486146154
83,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/030_03.jpg,2025,2025,1080.270336536184
84,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/066_03.jpg,2025,2025,1134.063490286148
85,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/021_03.jpg,2025,2025,1048.0935072788116
86,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/061_03.jpg,2025,2025,1190.0067226700864
87,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/114_03.jpg,2025,2025,1251.3448765228552
88,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/013_03.jpg,2025,2025,978.1656301465514
89,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/125_03.jpg,2025,2025,1134.0
90,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/005_03.jpg,2025,2025,1108.521537905331
91,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/009_03.jpg,2025,2025,1030.194156457898
92,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/087_03.jpg,2025,2025,1050.616961599231
93,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/016_03.jpg,2025,2025,1104.7986241845163
94,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/036_03.jpg,2025,2025,1030.1572695467426
95,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/069_03.jpg,2025,2025,1084.2656501060983
96,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/126_03.jpg,2025,2025,1158.0017271144288
97,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/134_03.jpg,2025,2025,1092.8860873851402
98,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/029_03.jpg,2025,2025,1082.5340641291616
99,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/099_03.jpg,2025,2025,1212.0412534233312
100,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/007_03.jpg,2025,2025,1094.2211842219103
101,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_max/032_03.jpg,2025,2025,1124.5141172968883
