,image paths,A,B,alpha,alpha QC
90,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0003.jpg,224,224,1,100
91,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0002.jpg,224,224,1,100
92,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0001.jpg,224,224,1,100
93,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0004.jpg,224,224,1,100
94,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Zorica_Radovic/Zorica_Radovic_0001.jpg,224,224,1,100
95,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jose_Dirceu/Jose_Dirceu_0002.jpg,224,224,1,100
96,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jose_Dirceu/Jose_Dirceu_0001.jpg,224,224,1,100
97,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Brady_Rodgers/Brady_Rodgers_0001.jpg,224,224,1,100
98,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Madeleine_Webber/Madeleine_Webber_0001.jpg,224,224,1,100
99,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jamie_Martin/Jamie_Martin_0001.jpg,224,224,1,100
100,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Suzie_McConnell_Serio/Suzie_McConnell_Serio_0001.jpg,224,224,1,100
101,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Angel_Maza/Angel_Maza_0001.jpg,224,224,1,100
102,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Angel_Maza/Angel_Maza_0001.jpg,224,224,1,100
103,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Imad_Moustapha/Imad_Moustapha_0001.jpg,224,224,1,100
104,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Imad_Moustapha/Imad_Moustapha_0002.jpg,224,224,1,100
105,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Fernando_Sanz/Fernando_Sanz_0001.jpg,224,224,1,100
106,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Du_Qinglin/Du_Qinglin_0001.jpg,224,224,1,100
107,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/David_Shayler/David_Shayler_0001.jpg,224,224,1,100
108,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Amanda_Marsh/Amanda_Marsh_0001.jpg,224,224,1,100
109,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tatjana_Gsell/Tatjana_Gsell_0001.jpg,224,224,1,100
110,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0070.jpg,224,224,1,100
111,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0043.jpg,224,224,1,100
112,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0040.jpg,224,224,1,100
113,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0050.jpg,224,224,1,100
114,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0063.jpg,224,224,1,100
115,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0042.jpg,224,224,1,100
116,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0037.jpg,224,224,1,100
117,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0074.jpg,224,224,1,100
118,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0020.jpg,224,224,1,100
119,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0031.jpg,224,224,1,100
120,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0011.jpg,224,224,1,100
121,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0005.jpg,224,224,1,100
122,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0010.jpg,224,224,1,100
123,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0012.jpg,224,224,1,100
124,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0076.jpg,224,224,1,100
125,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0046.jpg,224,224,1,100
126,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0077.jpg,224,224,1,100
127,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0007.jpg,224,224,1,100
128,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0035.jpg,224,224,1,100
129,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0028.jpg,224,224,1,100
130,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0008.jpg,224,224,1,100
131,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0065.jpg,224,224,1,100
132,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0072.jpg,224,224,1,100
133,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0068.jpg,224,224,1,100
134,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0014.jpg,224,224,1,100
135,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0033.jpg,224,224,1,100
136,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0044.jpg,224,224,1,100
137,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0032.jpg,224,224,1,100
138,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0002.jpg,224,224,1,100
139,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0057.jpg,224,224,1,100
140,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0023.jpg,224,224,1,100
141,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0013.jpg,224,224,1,100
142,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0047.jpg,224,224,1,100
143,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0047.jpg,224,224,1,100
144,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0029.jpg,224,224,1,100
145,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0075.jpg,224,224,1,100
146,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0027.jpg,224,224,1,100
147,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0061.jpg,224,224,1,100
148,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0015.jpg,224,224,1,100
149,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0026.jpg,224,224,1,100
150,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0030.jpg,224,224,1,100
151,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0001.jpg,224,224,1,100
152,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0064.jpg,224,224,1,100
153,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0059.jpg,224,224,1,100
154,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0054.jpg,224,224,1,100
155,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0025.jpg,224,224,1,100
156,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0022.jpg,224,224,1,100
157,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0021.jpg,224,224,1,100
158,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0017.jpg,224,224,1,100
159,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0024.jpg,224,224,1,100
160,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0016.jpg,224,224,1,100
161,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0041.jpg,224,224,1,100
162,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0036.jpg,224,224,1,100
163,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0053.jpg,224,224,1,100
164,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0049.jpg,224,224,1,100
165,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0019.jpg,224,224,1,100
166,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0039.jpg,224,224,1,100
167,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0056.jpg,224,224,1,100
168,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0051.jpg,224,224,1,100
169,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0071.jpg,224,224,1,100
170,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0055.jpg,224,224,1,100
171,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0066.jpg,224,224,1,100
172,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0009.jpg,224,224,1,100
173,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0052.jpg,224,224,1,100
174,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0038.jpg,224,224,1,100
175,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0073.jpg,224,224,1,100
176,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0048.jpg,224,224,1,100
177,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0006.jpg,224,224,1,100
178,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0004.jpg,224,224,1,100
179,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0062.jpg,224,224,1,100
180,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0058.jpg,224,224,1,100
181,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0069.jpg,224,224,1,100
182,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0060.jpg,224,224,1,100
183,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0034.jpg,224,224,1,100
