,image paths,A,B,Head Length
27,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/100_03.jpg,675,675,364.04944719090014
28,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/143_03.jpg,675,675,382.0052355662158
29,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/128_03.jpg,675,675,376.047869293259
30,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/122_03.jpg,675,675,376.0053191113126
31,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/117_03.jpg,675,675,370.0216209899092
32,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/129_03.jpg,675,675,378.33847279915904
33,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/031_03.jpg,675,675,356.02247120090607
34,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/004_03.jpg,675,675,364.0
35,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/108_03.jpg,675,675,346.0520192109851
36,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/042_03.jpg,675,675,395.82824558133797
37,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/104_03.jpg,675,675,330.0060605504087
38,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/081_03.jpg,675,675,328.1524036175874
39,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/010_03.jpg,675,675,366.2676616901907
40,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/123_03.jpg,675,675,322.02484376209236
41,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/062_03.jpg,675,675,406.07881008493905
42,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/091_03.jpg,675,675,340.05293705539435
43,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/141_03.jpg,675,675,352.00568177232594
44,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/012_03.jpg,675,675,358.05027579936313
45,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/140_03.jpg,675,675,374.5343775943672
46,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/092_03.jpg,675,675,348.4652062975585
47,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/068_03.jpg,675,675,356.4547657136877
48,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/130_03.jpg,675,675,344.0058139043583
49,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/019_03.jpg,675,675,340.3762623920769
50,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/096_03.jpg,675,675,350.0
51,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/017_03.jpg,675,675,350.2798880895105
52,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/037_03.jpg,675,675,386.0207248322297
53,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/135_03.jpg,675,675,328.1524036175874
54,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/024_03.jpg,675,675,338.09466130064817
55,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/083_03.jpg,675,675,338.0532502432124
56,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/086_03.jpg,675,675,352.05113264978996
57,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/011_03.jpg,675,675,360.0
58,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/094_03.jpg,675,675,364.0219773585106
59,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/034_03.jpg,675,675,374.08555171243916
60,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/006_03.jpg,675,675,346.0057802985378
61,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/124_03.jpg,675,675,352.00568177232594
62,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/119_03.jpg,675,675,396.0
63,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/103_03.jpg,675,675,384.74926900515356
64,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/018_03.jpg,675,675,370.08647638085887
65,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/090_03.jpg,675,675,362.44723753947966
66,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/044_03.jpg,675,675,348.1436485130815
67,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/105_03.jpg,675,675,372.0215047547655
68,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/107_03.jpg,675,675,398.02009999496255
69,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/142_03.jpg,675,675,382.1884351991829
70,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/138_03.jpg,675,675,346.09247319177575
71,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/039_03.jpg,675,675,370.1945434497921
72,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/064_03.jpg,675,675,364.0879014743555
73,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/063_03.jpg,675,675,380.0
74,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/045_03.jpg,675,675,346.0
75,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/172_03.jpg,675,675,348.09194187742986
76,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/067_03.jpg,675,675,372.2633476451852
77,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/113_03.jpg,675,675,348.0057470789814
78,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/137_03.jpg,675,675,366.0054644400818
79,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/118_03.jpg,675,675,334.0
80,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/112_03.jpg,675,675,376.26054802490256
81,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/001_03.jpg,675,675,358.27363843855437
82,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/025_03.jpg,675,675,362.08838699963854
83,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/030_03.jpg,675,675,360.5551275463989
84,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/066_03.jpg,675,675,376.02127599379264
85,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/021_03.jpg,675,675,350.051424793558
86,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/061_03.jpg,675,675,396.02020150492325
87,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/114_03.jpg,675,675,418.4781953698424
88,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/013_03.jpg,675,675,328.0060975042995
89,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/125_03.jpg,675,675,380.0
90,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/005_03.jpg,675,675,370.26477013078085
91,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/009_03.jpg,675,675,344.0930106817051
92,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/087_03.jpg,675,675,350.14282800023193
93,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/016_03.jpg,675,675,368.19560019098543
94,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/036_03.jpg,675,675,342.0058479032193
95,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/069_03.jpg,675,675,360.04999652825995
96,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/126_03.jpg,675,675,386.0
97,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/134_03.jpg,675,675,364.44478319767455
98,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/029_03.jpg,675,675,360.1999444752872
99,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/099_03.jpg,675,675,404.0792001575929
100,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/007_03.jpg,675,675,364.04944719090014
101,/home/teakoo/Landmark-Agnostic-FIQA/img_test/test_output/neutral_front_min/032_03.jpg,675,675,372.34392703520757
