,image path,A,B,D,Head size QC,IED,IED QC,eye openness,eye openness QC,mouth closed,mouth closed QC,left crop QC,right crop QC,up crop QC,down crop QC
40,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jane_Leeves/Jane_Leeves_0001.jpg,250,250,0.2962431433805684,9.0,41.0,19,0.08213202791308498,100,0.05400968885698604,92,100,100,100,100
41,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Chris_Penn/Chris_Penn_0001.jpg,250,250,0.32089873792210527,14.0,39.11521443121589,18,0.049859965494422814,95,0.012464991373605704,96,100,100,100,100
42,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Benito_Santiago/Benito_Santiago_0001.jpg,250,250,0.30442076144704716,10.0,36.013886210738214,15,0.05417640513109168,97,0.04155140595715836,93,100,100,100,100
43,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Johnny_Tapia/Johnny_Tapia_0001.jpg,250,250,0.32009998437988085,14.0,42.1070065428546,20,0.062480477900507675,99,0.02499219116020307,95,100,100,100,100
44,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Johnny_Tapia/Johnny_Tapia_0003.jpg,250,250,0.3032094985319556,10.0,35.6931365951495,15,0.06596099428558033,99,0.018656586541256386,95,100,100,100,100
45,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Johnny_Tapia/Johnny_Tapia_0002.jpg,250,250,0.3042367499169027,10.0,42.0,20,0.06573827785585626,99,0.01314765557117125,96,100,100,100,100
46,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Carlos_Iturgaitz/Carlos_Iturgaitz_0001.jpg,250,250,0.3286091903766539,16.0,35.05709628591621,15,0.0620678868749624,99,0.017214534514413484,95,100,100,100,100
47,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Peter_Costello/Peter_Costello_0001.jpg,250,250,0.3164048040090416,13.0,39.01281840626232,18,0.05212443772503326,96,0.03997761879845559,94,100,100,100,100
48,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Peter_Costello/Peter_Costello_0002.jpg,250,250,0.34009410462399964,20.0,44.0,21,0.04849370300230371,95,0.04704580227196011,93,100,100,100,100
49,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Kurt_Thomas/Kurt_Thomas_0001.jpg,250,250,0.3160253154416589,13.0,36.05551275463989,15,0.07594328310837685,100,0.025314427702792283,95,100,100,100,100
50,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/John_Henry/John_Henry_0001.jpg,250,250,0.29224647132172527,8.0,35.0,15,0.06843538575349506,99,0.05474830860279605,92,100,100,100,100
51,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Alicia_Molik/Alicia_Molik_0001.jpg,250,250,0.348,23.0,40.01249804748511,18,0.09266962929078792,100,0.12643678160919541,77,100,100,100,100
52,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Terry_McAuliffe/Terry_McAuliffe_0001.jpg,250,250,0.34985711369071804,24.0,38.01315561749642,17,0.04714045207910317,94,0.13767442887483888,74,100,100,100,100
53,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Terry_McAuliffe/Terry_McAuliffe_0003.jpg,250,250,0.35345155254999233,25.0,43.04648650006177,21,0.03578739589461676,83,0.11316968255314816,81,100,100,100,100
54,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Terry_McAuliffe/Terry_McAuliffe_0002.jpg,250,250,0.32062439083762795,14.0,39.0,18,0.06237828615518053,99,0.07485394338621663,89,100,100,100,100
55,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ronald_Kessler/Ronald_Kessler_0001.jpg,250,250,0.3166322788346128,13.0,41.012193308819754,19,0.05053180319735283,95,0.025265901598676414,95,100,100,100,100
56,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jennifer_Pena/Jennifer_Pena_0001.jpg,250,250,0.3322167966855379,17.0,39.0,18,0.02692299726935668,67,0.1685646257465037,63,100,100,100,100
57,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Olivera_Labus/Olivera_Labus_0001.jpg,250,250,0.30066592756745814,10.0,43.01162633521314,21,0.06783634653712142,99,0.06783634653712142,90,100,100,100,100
58,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0015.jpg,250,250,0.316,13.0,40.049968789001575,18,0.012658227848101266,32,0.040028831141371894,94,100,100,100,100
59,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0010.jpg,250,250,0.34836762191684806,23.0,38.01315561749642,17,0.0688927399967399,99,0.011482123332789982,96,100,100,100,100
60,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0004.jpg,250,250,0.38075714044519243,40.0,45.0,22,0.07353768853096643,100,0.010505384075852347,96,100,100,100,100
61,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0003.jpg,250,250,0.3840833242930497,42.0,43.01162633521314,21,0.04165762736367134,90,0.14580169577284968,71,100,100,100,100
62,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0006.jpg,250,250,0.3523634487287238,25.0,44.181444068749045,22,0.06905100460611273,99,0.07946340660763747,88,100,100,100,100
63,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0018.jpg,250,250,0.3322167966855379,17.0,42.04759208325728,20,0.0481613216418582,94,0.07224198246278729,89,100,100,100,100
64,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0011.jpg,250,250,0.3203997503120126,14.0,36.05551275463989,15,0.062422021179865284,99,0.06365822081480704,91,100,100,100,100
65,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0008.jpg,250,250,0.3295572787847357,16.0,46.010868281309364,23,0.036412486607034736,84,0.06068747767839122,91,100,100,100,100
66,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0007.jpg,250,250,0.353111880287254,25.0,35.12833614050059,15,0.03398356348202752,80,0.0577609511120925,91,100,100,100,100
67,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0017.jpg,250,250,0.3240246904172582,15.0,41.012193308819754,19,0.06294606138842808,99,0.01745809630188319,95,100,100,100,100
68,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0014.jpg,250,250,0.29659399859066604,9.0,36.87817782917155,16,0.06876766944472157,99,0.013486449553958986,96,100,100,100,100
69,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0001.jpg,250,250,0.35345155254999233,25.0,42.190046219457976,20,0.08002304995805998,100,0.011316968255314816,96,100,100,100,100
70,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0016.jpg,250,250,0.3096578757273905,11.0,42.01190307520001,20,0.06458740942086402,99,0.07857397479085237,88,100,100,100,100
71,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0012.jpg,250,250,0.3720215047547655,35.0,44.0,21,0.08601653289127525,100,0.01520571842539411,96,100,100,100,100
72,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0013.jpg,250,250,0.3126403684747061,12.0,36.013886210738214,15,0.06397126544334303,99,0.12858065220626128,77,100,100,100,100
73,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0005.jpg,250,250,0.3582401429209183,28.0,38.05259518088089,17,0.06699416710901103,99,0.011165694518168505,96,100,100,100,100
74,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0002.jpg,250,250,0.3243948211670464,15.0,39.05124837953327,18,0.09941290331693561,100,0.01743817681534255,95,100,100,100,100
75,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0009.jpg,250,250,0.3360238086802779,19.0,39.05124837953327,18,0.0606983122251844,98,0.02661797074774994,95,100,100,100,100
76,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jose_Carlo_Fernandez/Jose_Carlo_Fernandez_0001.jpg,250,250,0.356,26.0,43.104524124504614,21,0.04632702950132203,93,0.07865168539325842,88,100,100,100,100
77,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Sharon_Robinson/Sharon_Robinson_0001.jpg,250,250,0.3041052449399714,10.0,39.01281840626232,18,0.07892004626469847,100,0.11838006939704769,80,100,100,100,100
78,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Winterbottom/Michael_Winterbottom_0001.jpg,250,250,0.324,15.0,41.0,19,0.05090253858787235,96,0.09876543209876543,84,100,100,100,100
79,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Winterbottom/Michael_Winterbottom_0002.jpg,250,250,0.3365947117825828,19.0,39.01281840626232,18,0.0594186399842153,98,0.060595360950131655,91,100,100,100,100
80,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Michael_Winterbottom/Michael_Winterbottom_0003.jpg,250,250,0.34,20.0,38.01315561749642,17,0.058823529411764705,98,0.0831890330807703,88,100,100,100,100
81,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ralph_Sampson/Ralph_Sampson_0001.jpg,250,250,0.30042636369000636,10.0,42.01190307520001,20,0.05325764291615076,97,0.1464585180194146,71,100,100,100,100
82,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0003.jpg,250,250,0.43216663452885856,82.0,57.0087712549569,34,0.05553413448070658,97,0.0740455126409421,89,100,100,100,100
83,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0007.jpg,250,250,0.3761914406256474,37.0,45.0,22,0.0637973047980182,99,0.06467730919323333,91,100,100,100,100
84,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0001.jpg,250,250,0.2959189078109069,9.0,38.8329756778952,17,0.06892455167955776,99,0.15112707694424476,69,100,100,100,100
85,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0002.jpg,250,250,0.29643211701838246,9.0,41.10960958218893,19,0.08207966925420584,100,0.06746907251875056,90,100,100,100,100
86,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0008.jpg,250,250,0.3360238086802779,19.0,44.01136216933077,21,0.0606983122251844,98,0.03571175520904186,94,100,100,100,100
87,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0006.jpg,250,250,0.336,19.0,48.010415536631214,25,0.08666797487238712,100,0.0,97,100,100,100,100
88,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0005.jpg,250,250,0.3160253154416589,13.0,44.04543109109048,21,0.07594328310837685,100,0.08860049695977298,86,100,100,100,100
89,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Richard_Virenque/Richard_Virenque_0004.jpg,250,250,0.2960270257932542,9.0,43.0,21,0.06889937835816314,99,0.04272958054008109,93,100,100,100,100
90,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0003.jpg,250,250,0.328219438790575,16.0,38.0,17,0.0487478744676333,95,0.0487478744676333,93,100,100,100,100
91,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0002.jpg,250,250,0.2960270257932542,9.0,41.10960958218893,19,0.08219198924825778,100,0.04053683939107918,93,100,100,100,100
92,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0001.jpg,250,250,0.28025702488965376,6.0,38.05259518088089,17,0.07136306398697641,99,0.08681691433345087,87,100,100,100,100
93,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Patty_Schnyder/Patty_Schnyder_0004.jpg,250,250,0.3002399040767233,10.0,44.04543109109048,21,0.06793260248697364,99,0.05493081458704493,92,100,100,100,100
94,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Zorica_Radovic/Zorica_Radovic_0001.jpg,250,250,0.30042636369000636,10.0,42.04759208325728,20,0.07988646437422614,100,0.03994323218711307,94,100,100,100,100
95,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jose_Dirceu/Jose_Dirceu_0002.jpg,250,250,0.2978590270581034,9.0,26.92582403567252,10,0.06005708135382043,98,0.07231830252482518,89,100,100,100,100
96,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jose_Dirceu/Jose_Dirceu_0001.jpg,250,250,0.32,14.0,43.01162633521314,21,0.05153882032022076,96,0.025,95,100,100,100,100
97,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Brady_Rodgers/Brady_Rodgers_0001.jpg,250,250,0.3122306839501845,12.0,37.0,16,0.04051206781038742,89,0.07792651834652749,88,100,100,100,100
98,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Madeleine_Webber/Madeleine_Webber_0001.jpg,250,250,0.31622776601683794,13.0,46.0,23,0.0758946638440411,100,0.1271219886565656,77,100,100,100,100
99,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Jamie_Martin/Jamie_Martin_0001.jpg,250,250,0.4000799920015996,54.0,48.25971404805462,25,0.06998600419860049,99,0.031616453943097825,94,100,100,100,100
100,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Suzie_McConnell_Serio/Suzie_McConnell_Serio_0001.jpg,250,250,0.3160253154416589,13.0,40.01249804748511,18,0.06453938041598581,99,0.1265721385139614,77,100,100,100,100
101,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Angel_Maza/Angel_Maza_0001.jpg,250,250,0.2977247050548543,9.0,41.10960958218893,19,0.06850650183905048,99,0.01900028500641266,95,100,100,100,100
102,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Angel_Maza/Angel_Maza_0001.jpg,250,250,0.2729981684920249,6.0,39.20459156782532,18,0.06041220933301769,98,0.014652112950409234,96,98,100,100,74
103,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Imad_Moustapha/Imad_Moustapha_0001.jpg,250,250,0.30402631465055785,10.0,40.01249804748511,18,0.0670865549181623,99,0.03947026761085657,94,100,100,100,100
104,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Imad_Moustapha/Imad_Moustapha_0002.jpg,250,250,0.296,9.0,41.048751503547585,19,0.08219949365267865,100,0.013513513513513514,96,100,100,100,100
105,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Fernando_Sanz/Fernando_Sanz_0001.jpg,250,250,0.2973213749463701,9.0,33.0,14,0.06859943405700353,99,0.04036036763977875,93,100,100,100,100
106,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Du_Qinglin/Du_Qinglin_0001.jpg,250,250,0.31210254725009856,12.0,32.0624390837628,13,0.0512652015851016,96,0.09062492919930172,86,100,100,100,100
107,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/David_Shayler/David_Shayler_0001.jpg,250,250,0.3046571843892738,10.0,40.0,18,0.06564755740158461,99,0.052518045921267686,92,100,100,100,100
108,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Amanda_Marsh/Amanda_Marsh_0001.jpg,250,250,0.34009410462399964,20.0,46.010868281309364,23,0.04849370300230371,95,0.09482384597300797,85,100,100,100,100
109,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Tatjana_Gsell/Tatjana_Gsell_0001.jpg,250,250,0.3001066477104431,10.0,41.0,19,0.06796276660305847,99,0.013328595119490277,96,100,100,100,100
110,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0070.jpg,250,250,0.28025702488965376,6.0,35.05709628591621,15,0.04513396460143642,93,0.02018452258857621,95,100,100,100,100
111,/home/teakoo/Landmark-Agnostic-FIQA/img_test/lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0043.jpg,250,250,0.29610808837314795,9.0,38.01315561749642,17,0.05403432269582992,97,0.01350858067395748,96,100,100,100,100
